loyalty_number,churned,churn_prob,risk_bucket,cluster_label,rfm_segment,clv,behavioral_clv,priority_score,priority_rank,nudge_type,mechanism,channel,timing,subject_line,message_frame,be_principle,success_kpi,expected_lift,priority_tier
660684,0,0.008664777,Low (<25%),Moderate Risk,Loyal,10442.65,10352.16676646095,89.69921649819521,6052.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
660768,0,0.009539302,Low (<25%),Moderate Risk,Needs Attention,2064.7,1778.2645244874784,16.96340233497245,11023.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
660922,0,0.022172708,Low (<25%),Moderate Risk,Hibernating,4992.92,4245.402993715339,94.13208092197604,5882.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
660958,0,0.06350384,Low (<25%),Moderate Risk,At-Risk High-Value,9915.9,6404.277429616552,406.6962092059808,1748.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
661035,0,0.05052635,Low (<25%),Moderate Risk,Hibernating,3823.85,3157.0824491760877,159.5158528059282,4108.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
661050,0,0.009072923,Low (<25%),Moderate Risk,Lost,2369.44,1806.1094256360616,16.386691748370215,11086.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
661054,0,0.0005576828,Low (<25%),Moderate Risk,Loyal,2721.75,2720.2321268391,1.5170266691455847,13321.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
661069,1,0.99637175,Critical (>75%),Moderate Risk,Lost,5577.24,8.610902565957447,8.579660058722512,12191.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
661088,0,0.027931307,Low (<25%),Moderate Risk,Hibernating,3703.44,3599.99808040392,100.55265158317258,5650.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
661118,0,0.017428434,Low (<25%),Moderate Risk,Loyal,7260.83,7134.28510355978,124.33941706457476,4907.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
661150,0,0.09234213,Low (<25%),Moderate Risk,At-Risk High-Value,8269.08,5176.203820454896,477.98168609494263,1476.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
661193,0,0.0017823499,Low (<25%),Moderate Risk,Loyal,4991.58,4982.683257886158,8.880885006425068,12149.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
661274,0,0.00686525,Low (<25%),Moderate Risk,Needs Attention,5408.91,4671.1099831500005,32.06833781182054,9364.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
661321,0,0.047824126,Low (<25%),Moderate Risk,Loyal,2470.12,2351.98866988488,112.48180249914692,5261.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
661411,0,0.046938878,Low (<25%),Moderate Risk,Needs Attention,20096.89,16655.273506183115,781.7798511633615,770.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
